Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2003-02-05,Landslide,Dixie Chicks,9,12,9,21,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-02-05,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,10,7,3,14,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg
2003-02-12,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,1,8,#
2003-02-12,Mesmerize,Ja Rule Featuring Ashanti,2,5,2,8,#
2003-02-12,Bump; Bump; Bump,B2K & P. Diddy,3,2,1,12,#
2003-02-12,In Da Club,50 Cent,4,11,4,6,#
2003-02-12,Beautiful,Christina Aguilera,5,3,2,13,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-02-12,I'm With You,Avril Lavigne,6,4,4,11,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-02-12,Cry Me A River,Justin Timberlake,7,6,3,9,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-02-12,Miss You,Aaliyah,8,7,7,12,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-02-12,Landslide,Dixie Chicks,9,9,9,22,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-02-12,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,10,8,4,17,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-02-19,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,1,9,#
2003-02-19,In Da Club,50 Cent,2,4,2,7,#
2003-02-19,Mesmerize,Ja Rule Featuring Ashanti,3,2,2,9,#
2003-02-19,Bump; Bump; Bump,B2K & P. Diddy,4,3,1,13,#
2003-02-19,Cry Me A River,Justin Timberlake,5,7,3,10,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-02-19,I'm With You,Avril Lavigne,6,6,4,12,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-02-19,Beautiful,Christina Aguilera,7,5,2,14,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-02-19,Miss You,Aaliyah,8,8,7,13,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-02-19,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",9,11,9,9,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-02-19,Landslide,Dixie Chicks,10,9,9,23,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-02-26,All I Have,Jennifer Lopez Featuring LL Cool J,1,1,1,10,#
2003-02-26,In Da Club,50 Cent,2,2,2,8,#
2003-02-26,Mesmerize,Ja Rule Featuring Ashanti,3,3,2,10,#
2003-02-26,Bump; Bump; Bump,B2K & P. Diddy,4,4,1,14,#
2003-02-26,Miss You,Aaliyah,5,8,5,14,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-02-26,Cry Me A River,Justin Timberlake,6,5,3,11,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-02-26,I'm With You,Avril Lavigne,7,6,4,13,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-02-26,Beautiful,Christina Aguilera,8,7,2,15,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-02-26,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",9,9,9,10,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-02-26,Landslide,Dixie Chicks,10,10,9,24,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-03-05,In Da Club,50 Cent,1,2,1,9,#
2003-03-05,All I Have,Jennifer Lopez Featuring LL Cool J,2,1,1,11,#
2003-03-05,Mesmerize,Ja Rule Featuring Ashanti,3,3,2,11,#
2003-03-05,Miss You,Aaliyah,4,5,4,15,#
2003-03-05,Cry Me A River,Justin Timberlake,5,6,3,12,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-03-05,Bump; Bump; Bump,B2K & P. Diddy,6,4,1,15,https://charts-static.billboard.com/img/2001/11/b2k-vdx-180x180.jpg
2003-03-05,Landslide,Dixie Chicks,7,10,7,25,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-03-05,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",8,9,8,11,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-03-05,I'm With You,Avril Lavigne,9,7,4,14,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-03-05,Beautiful,Christina Aguilera,10,8,2,16,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-03-12,In Da Club,50 Cent,1,1,1,10,#
2003-03-12,All I Have,Jennifer Lopez Featuring LL Cool J,2,2,1,12,#
2003-03-12,Mesmerize,Ja Rule Featuring Ashanti,3,3,2,12,#
2003-03-12,Miss You,Aaliyah,4,4,4,16,#
2003-03-12,Cry Me A River,Justin Timberlake,5,5,3,13,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-03-12,Ignition,R. Kelly,6,12,6,19,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg
2003-03-12,Landslide,Dixie Chicks,7,7,7,26,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-03-12,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",8,8,8,12,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-03-12,I'm With You,Avril Lavigne,9,9,4,15,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-03-12,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,10,11,10,16,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-03-19,In Da Club,50 Cent,1,1,1,11,#
2003-03-19,All I Have,Jennifer Lopez Featuring LL Cool J,2,2,1,13,#
2003-03-19,Ignition,R. Kelly,3,6,3,20,#
2003-03-19,Mesmerize,Ja Rule Featuring Ashanti,4,3,2,13,#
2003-03-19,Miss You,Aaliyah,5,4,4,17,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-03-19,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,6,10,6,17,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-03-19,Landslide,Dixie Chicks,7,7,7,27,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-03-19,I'm With You,Avril Lavigne,8,9,4,16,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-03-19,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",9,8,8,13,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-03-19,Cry Me A River,Justin Timberlake,10,5,3,14,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-03-26,In Da Club,50 Cent,1,1,1,12,#
2003-03-26,Ignition,R. Kelly,2,3,2,21,#
2003-03-26,All I Have,Jennifer Lopez Featuring LL Cool J,3,2,1,14,#
2003-03-26,Miss You,Aaliyah,4,5,4,18,#
2003-03-26,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,5,6,5,18,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-03-26,Mesmerize,Ja Rule Featuring Ashanti,6,4,2,14,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg
2003-03-26,How You Gonna Act Like That,Tyrese,7,11,7,13,https://charts-static.billboard.com/img/1998/08/tyrese-drn-180x180.jpg
2003-03-26,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",8,9,8,14,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-03-26,I'm With You,Avril Lavigne,9,8,4,17,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-03-26,Landslide,Dixie Chicks,10,7,7,28,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-04-02,In Da Club,50 Cent,1,1,1,13,#
2003-04-02,Ignition,R. Kelly,2,2,2,22,#
2003-04-02,Miss You,Aaliyah,3,4,3,19,#
2003-04-02,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,4,5,4,19,#
2003-04-02,All I Have,Jennifer Lopez Featuring LL Cool J,5,3,1,15,https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg
2003-04-02,Get Busy,Sean Paul,6,16,6,7,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2003-04-02,When I'm Gone,3 Doors Down,7,12,7,20,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-04-02,How You Gonna Act Like That,Tyrese,8,7,7,14,https://charts-static.billboard.com/img/1998/08/tyrese-drn-180x180.jpg
2003-04-02,Excuse Me Miss,Jay-Z,9,11,9,8,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-04-02,Mesmerize,Ja Rule Featuring Ashanti,10,6,2,15,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg
2003-04-09,In Da Club,50 Cent,1,1,1,14,#
2003-04-09,Ignition,R. Kelly,2,2,2,23,#
2003-04-09,Get Busy,Sean Paul,3,6,3,8,#
2003-04-09,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,4,4,4,20,#
2003-04-09,Miss You,Aaliyah,5,3,3,20,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-04-09,When I'm Gone,3 Doors Down,6,7,6,21,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-04-09,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,7,12,7,10,https://charts-static.billboard.com/img/1992/05/snoop-dogg-5ly-180x180.jpg
2003-04-09,Excuse Me Miss,Jay-Z,8,9,8,9,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-04-09,All I Have,Jennifer Lopez Featuring LL Cool J,9,5,1,16,https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg
2003-04-09,How You Gonna Act Like That,Tyrese,10,8,7,15,https://charts-static.billboard.com/img/1998/08/tyrese-drn-180x180.jpg
2003-04-16,In Da Club,50 Cent,1,1,1,15,#
2003-04-16,Ignition,R. Kelly,2,2,2,24,#
2003-04-16,Get Busy,Sean Paul,3,3,3,9,#
2003-04-16,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,4,4,4,21,#
2003-04-16,When I'm Gone,3 Doors Down,5,6,5,22,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-04-16,Miss You,Aaliyah,6,5,3,21,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-04-16,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,7,7,7,11,https://charts-static.billboard.com/img/1992/05/snoop-dogg-5ly-180x180.jpg
2003-04-16,How You Gonna Act Like That,Tyrese,8,10,7,16,https://charts-static.billboard.com/img/1998/08/tyrese-drn-180x180.jpg
2003-04-16,Excuse Me Miss,Jay-Z,9,8,8,10,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-04-16,21 Questions,50 Cent Featuring Nate Dogg,10,15,10,5,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-04-23,In Da Club,50 Cent,1,1,1,16,#
2003-04-23,Ignition,R. Kelly,2,2,2,25,#
2003-04-23,Get Busy,Sean Paul,3,3,3,10,#
2003-04-23,When I'm Gone,3 Doors Down,4,5,4,23,#
2003-04-23,21 Questions,50 Cent Featuring Nate Dogg,5,10,5,6,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-04-23,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,6,7,6,12,https://charts-static.billboard.com/img/1992/05/snoop-dogg-5ly-180x180.jpg
2003-04-23,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,7,4,4,22,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-04-23,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,8,11,8,8,https://charts-static.billboard.com/img/2002/12/busta-rhymes-v23-iknowwhatyouwant-hsm-180x180.jpg
2003-04-23,Miss You,Aaliyah,9,6,3,22,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-04-23,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,10,15,10,8,#
2003-04-30,In Da Club,50 Cent,1,1,1,17,#
2003-04-30,Get Busy,Sean Paul,2,3,2,11,#
2003-04-30,Ignition,R. Kelly,3,2,2,26,#
2003-04-30,God Bless The U.S.A.,American Idol Finalists,4,4,1,-,#
2003-04-30,21 Questions,50 Cent Featuring Nate Dogg,5,5,5,7,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-04-30,When I'm Gone,3 Doors Down,6,4,4,24,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-04-30,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,7,8,7,9,https://charts-static.billboard.com/img/2002/12/busta-rhymes-v23-iknowwhatyouwant-hsm-180x180.jpg
2003-04-30,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,8,10,8,9,#
2003-04-30,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,9,7,4,23,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-04-30,Rock Your Body,Justin Timberlake,10,11,10,7,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-05-07,Get Busy,Sean Paul,1,2,1,12,#
2003-05-07,In Da Club,50 Cent,2,1,1,18,#
2003-05-07,Ignition,R. Kelly,3,3,2,27,#
2003-05-07,21 Questions,50 Cent Featuring Nate Dogg,4,5,4,8,#
2003-05-07,Rock Your Body,Justin Timberlake,5,10,5,8,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-05-07,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,6,7,6,10,https://charts-static.billboard.com/img/2002/12/busta-rhymes-v23-iknowwhatyouwant-hsm-180x180.jpg
2003-05-07,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,7,8,7,10,#
2003-05-07,When I'm Gone,3 Doors Down,8,6,4,25,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-05-07,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,9,11,6,14,https://charts-static.billboard.com/img/1992/05/snoop-dogg-5ly-180x180.jpg
2003-05-07,Bring Me To Life,Evanescence Featuring Paul McCoy,10,14,10,9,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-05-14,Get Busy,Sean Paul,1,1,1,13,#
2003-05-14,21 Questions,50 Cent Featuring Nate Dogg,2,4,2,9,#
2003-05-14,Ignition,R. Kelly,3,3,2,28,#
2003-05-14,In Da Club,50 Cent,4,2,1,19,#
2003-05-14,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,5,7,5,11,#
2003-05-14,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,6,6,6,11,https://charts-static.billboard.com/img/2002/12/busta-rhymes-v23-iknowwhatyouwant-hsm-180x180.jpg
2003-05-14,Rock Your Body,Justin Timberlake,7,5,5,9,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-05-14,Bring Me To Life,Evanescence Featuring Paul McCoy,8,10,8,10,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-05-14,When I'm Gone,3 Doors Down,9,8,4,26,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-05-14,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,10,11,4,25,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-05-21,Get Busy,Sean Paul,1,1,1,14,#
2003-05-21,21 Questions,50 Cent Featuring Nate Dogg,2,2,2,10,#
2003-05-21,Ignition,R. Kelly,3,3,2,29,#
2003-05-21,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,4,6,4,12,#
2003-05-21,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,5,5,5,12,#
2003-05-21,In Da Club,50 Cent,6,4,1,20,https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg
2003-05-21,Rock Your Body,Justin Timberlake,7,7,5,10,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-05-21,Bring Me To Life,Evanescence Featuring Paul McCoy,8,8,8,11,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-05-21,When I'm Gone,3 Doors Down,9,9,4,27,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-05-21,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,10,10,4,26,https://charts-static.billboard.com/img/1998/09/kid-rock-sbn-180x180.jpg
2003-05-28,21 Questions,50 Cent Featuring Nate Dogg,1,2,1,11,#
2003-05-28,Get Busy,Sean Paul,2,1,1,15,#
2003-05-28,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,3,4,3,13,#
2003-05-28,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,4,5,4,13,#
2003-05-28,Ignition,R. Kelly,5,3,2,30,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg
2003-05-28,Bring Me To Life,Evanescence Featuring Paul McCoy,6,8,6,12,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-05-28,Rock Your Body,Justin Timberlake,7,7,5,11,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-05-28,In Da Club,50 Cent,8,6,1,21,https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg
2003-05-28,When I'm Gone,3 Doors Down,9,9,4,28,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-05-28,Magic Stick,Lil' Kim Featuring 50 Cent,10,13,10,6,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-06-04,21 Questions,50 Cent Featuring Nate Dogg,1,1,1,12,#
2003-06-04,Get Busy,Sean Paul,2,2,1,16,#
2003-06-04,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,3,3,3,14,#
2003-06-04,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,4,4,4,14,#
2003-06-04,Bring Me To Life,Evanescence Featuring Paul McCoy,5,6,5,13,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-06-04,Ignition,R. Kelly,6,5,2,31,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg
2003-06-04,Rock Your Body,Justin Timberlake,7,7,5,12,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-06-04,Magic Stick,Lil' Kim Featuring 50 Cent,8,10,8,7,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-06-04,In Da Club,50 Cent,9,8,1,22,https://charts-static.billboard.com/img/2002/12/50-cent-cmu-indaclub-x0i-180x180.jpg
2003-06-04,When I'm Gone,3 Doors Down,10,9,4,29,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-06-11,21 Questions,50 Cent Featuring Nate Dogg,1,1,1,13,#
2003-06-11,Get Busy,Sean Paul,2,2,1,17,#
2003-06-11,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,3,3,3,15,#
2003-06-11,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,4,4,4,15,#
2003-06-11,Magic Stick,Lil' Kim Featuring 50 Cent,5,8,5,8,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-06-11,Bring Me To Life,Evanescence Featuring Paul McCoy,6,5,5,14,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-06-11,Ignition,R. Kelly,7,6,2,32,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg
2003-06-11,Crazy In Love,Beyonce Featuring Jay Z,8,13,8,4,https://charts-static.billboard.com/img/2003/05/beyonce-n2a-crazyinlove-r6k-180x180.jpg
2003-06-11,Rock Your Body,Justin Timberlake,9,7,5,13,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-06-11,Unwell,Matchbox Twenty,10,12,10,13,#
2003-06-18,21 Questions,50 Cent Featuring Nate Dogg,1,1,1,14,#
2003-06-18,Get Busy,Sean Paul,2,2,1,18,#
2003-06-18,Magic Stick,Lil' Kim Featuring 50 Cent,3,5,3,9,#
2003-06-18,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,4,3,3,16,#
2003-06-18,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,5,4,4,16,#
2003-06-18,Bring Me To Life,Evanescence Featuring Paul McCoy,6,6,5,15,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-06-18,Crazy In Love,Beyonce Featuring Jay Z,7,8,7,5,https://charts-static.billboard.com/img/2003/05/beyonce-n2a-crazyinlove-r6k-180x180.jpg
2003-06-18,Unwell,Matchbox Twenty,8,10,8,14,#
2003-06-18,Ignition,R. Kelly,9,7,2,33,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg
2003-06-18,Rock Wit U (Awww Baby),Ashanti,10,15,10,7,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2003-06-25,This Is The Night,Clay Aiken,1,1,1,-,#
2003-06-25,Flying Without Wings,Ruben Studdard,2,2,1,-,#
2003-06-25,21 Questions,50 Cent Featuring Nate Dogg,3,1,1,15,#
2003-06-25,Get Busy,Sean Paul,4,2,1,19,#
2003-06-25,Magic Stick,Lil' Kim Featuring 50 Cent,5,3,3,10,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-06-25,Crazy In Love,Beyonce Featuring Jay Z,6,7,6,6,https://charts-static.billboard.com/img/2003/05/beyonce-n2a-crazyinlove-r6k-180x180.jpg
2003-06-25,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,7,4,3,17,https://charts-static.billboard.com/img/2002/12/busta-rhymes-v23-iknowwhatyouwant-hsm-180x180.jpg
2003-06-25,Bring Me To Life,Evanescence Featuring Paul McCoy,8,6,5,16,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-06-25,Rock Wit U (Awww Baby),Ashanti,9,10,9,8,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2003-06-25,Unwell,Matchbox Twenty,10,8,8,15,#
2003-07-02,This Is The Night,Clay Aiken,1,1,1,2,#
2003-07-02,Flying Without Wings,Ruben Studdard,2,2,2,2,#
2003-07-02,Crazy In Love,Beyonce Featuring Jay Z,3,6,3,7,#
2003-07-02,Magic Stick,Lil' Kim Featuring 50 Cent,4,5,3,11,#
2003-07-02,21 Questions,50 Cent Featuring Nate Dogg,5,3,1,16,https://charts-static.billboard.com/img/1999/07/50-cent-cmu-180x180.jpg
2003-07-02,Get Busy,Sean Paul,6,4,1,20,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2003-07-02,Rock Wit U (Awww Baby),Ashanti,7,9,7,9,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2003-07-02,Bring Me To Life,Evanescence Featuring Paul McCoy,8,8,5,17,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
