Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2016-01-27,What Do You Mean?,Justin Bieber,10,8,1,20,https://charts-static.billboard.com/img/2015/08/justin-bieber-dj8-whatdoyoumeanX-f8g-180x180.jpg
2016-02-03,Sorry,Justin Bieber,1,1,1,13,#
2016-02-03,Love Yourself,Justin Bieber,2,3,2,10,#
2016-02-03,Hello,Adele,3,2,1,13,#
2016-02-03,Stressed Out,Twenty One Pilots,4,4,4,18,#
2016-02-03,Here,Alessia Cara,5,6,5,25,https://charts-static.billboard.com/img/2015/06/alessia-cara-2fj-180x180.jpg
2016-02-03,Stitches,Shawn Mendes,6,8,4,35,https://charts-static.billboard.com/img/2014/07/shawn-mendes-pz2-180x180.jpg
2016-02-03,Same Old Love,Selena Gomez,7,5,5,19,https://charts-static.billboard.com/img/2015/09/selena-gomez-lkr-sameoldlove-lpi-180x180.jpg
2016-02-03,Roses,The Chainsmokers Featuring ROZES,8,11,8,14,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-02-03,Hotline Bling,Drake,9,7,2,25,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2016-02-03,What Do You Mean?,Justin Bieber,10,10,1,21,https://charts-static.billboard.com/img/2015/08/justin-bieber-dj8-whatdoyoumeanX-f8g-180x180.jpg
2016-02-10,Love Yourself,Justin Bieber,1,2,1,11,#
2016-02-10,Sorry,Justin Bieber,2,1,1,14,#
2016-02-10,Stressed Out,Twenty One Pilots,3,4,3,19,#
2016-02-10,Hello,Adele,4,3,1,14,#
2016-02-10,My House,Flo Rida,5,12,5,12,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-02-10,Roses,The Chainsmokers Featuring ROZES,6,8,6,15,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-02-10,Hands To Myself,Selena Gomez,7,21,7,8,https://charts-static.billboard.com/img/2008/06/selena-gomez-lkr-180x180.jpg
2016-02-10,Same Old Love,Selena Gomez,8,7,5,20,https://charts-static.billboard.com/img/2015/09/selena-gomez-lkr-sameoldlove-lpi-180x180.jpg
2016-02-10,Work,Rihanna Featuring Drake,9,9,1,-,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-02-10,Here,Alessia Cara,10,5,5,26,https://charts-static.billboard.com/img/2015/06/alessia-cara-2fj-180x180.jpg
2016-02-17,Pillowtalk,ZAYN,1,1,1,-,#
2016-02-17,Love Yourself,Justin Bieber,2,1,1,12,#
2016-02-17,Sorry,Justin Bieber,3,2,1,15,#
2016-02-17,Stressed Out,Twenty One Pilots,4,3,3,20,#
2016-02-17,Hello,Adele,5,4,1,15,https://charts-static.billboard.com/img/2015/11/adele-9x5-hello-n1r-180x180.jpg
2016-02-17,Summer Sixteen,Drake,6,6,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2016-02-17,Work,Rihanna Featuring Drake,7,9,7,2,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-02-17,My House,Flo Rida,8,5,5,13,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-02-17,Roses,The Chainsmokers Featuring ROZES,9,6,6,16,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-02-17,Me; Myself & I,G-Eazy x Bebe Rexha,10,12,10,14,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-02-24,Love Yourself,Justin Bieber,1,2,1,13,#
2016-02-24,Stressed Out,Twenty One Pilots,2,4,2,21,#
2016-02-24,Sorry,Justin Bieber,3,3,1,16,#
2016-02-24,Work,Rihanna Featuring Drake,4,7,4,3,#
2016-02-24,My House,Flo Rida,5,8,5,14,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-02-24,Hello,Adele,6,5,1,16,https://charts-static.billboard.com/img/2015/11/adele-9x5-hello-n1r-180x180.jpg
2016-02-24,Pillowtalk,ZAYN,7,1,1,2,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-02-24,Me; Myself & I,G-Eazy x Bebe Rexha,8,10,8,15,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-02-24,Roses,The Chainsmokers Featuring ROZES,9,9,6,17,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-02-24,Stitches,Shawn Mendes,10,11,4,38,https://charts-static.billboard.com/img/2014/07/shawn-mendes-pz2-180x180.jpg
2016-03-02,Work,Rihanna Featuring Drake,1,4,1,4,#
2016-03-02,Love Yourself,Justin Bieber,2,1,1,14,#
2016-03-02,Stressed Out,Twenty One Pilots,3,2,2,22,#
2016-03-02,Sorry,Justin Bieber,4,3,1,17,#
2016-03-02,My House,Flo Rida,5,5,5,15,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-03-02,Pillowtalk,ZAYN,6,7,1,3,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-03-02,Hello,Adele,7,6,1,17,https://charts-static.billboard.com/img/2015/11/adele-9x5-hello-n1r-180x180.jpg
2016-03-02,Me; Myself & I,G-Eazy x Bebe Rexha,8,8,8,16,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-03-02,Roses,The Chainsmokers Featuring ROZES,9,9,6,18,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-03-02,Cake By The Ocean,DNCE,10,11,10,18,#
2016-03-09,Work,Rihanna Featuring Drake,1,1,1,5,#
2016-03-09,Love Yourself,Justin Bieber,2,2,1,15,#
2016-03-09,Stressed Out,Twenty One Pilots,3,3,2,23,#
2016-03-09,Sorry,Justin Bieber,4,4,1,18,#
2016-03-09,My House,Flo Rida,5,5,5,16,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-03-09,Pillowtalk,ZAYN,6,6,1,4,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-03-09,Me; Myself & I,G-Eazy x Bebe Rexha,7,8,7,17,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-03-09,Hello,Adele,8,7,1,18,https://charts-static.billboard.com/img/2015/11/adele-9x5-hello-n1r-180x180.jpg
2016-03-09,Cake By The Ocean,DNCE,9,10,9,19,#
2016-03-09,Roses,The Chainsmokers Featuring ROZES,10,9,6,19,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-03-16,Work,Rihanna Featuring Drake,1,1,1,6,#
2016-03-16,Love Yourself,Justin Bieber,2,2,1,16,#
2016-03-16,Stressed Out,Twenty One Pilots,3,3,2,24,#
2016-03-16,My House,Flo Rida,4,5,4,17,#
2016-03-16,Sorry,Justin Bieber,5,4,1,19,https://charts-static.billboard.com/img/2015/11/justin-bieber-dj8-sorry-mq1-180x180.jpg
2016-03-16,Pillowtalk,ZAYN,6,6,1,5,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-03-16,Me; Myself & I,G-Eazy x Bebe Rexha,7,7,7,18,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-03-16,Piece By Piece,Kelly Clarkson,8,8,1,-,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg
2016-03-16,7 Years,Lukas Graham,9,12,9,7,https://charts-static.billboard.com/img/2015/11/lukas-graham-000-7years-2js-180x180.jpg
2016-03-16,Cake By The Ocean,DNCE,10,9,9,20,#
2016-03-23,Work,Rihanna Featuring Drake,1,1,1,7,#
2016-03-23,Love Yourself,Justin Bieber,2,2,1,17,#
2016-03-23,Stressed Out,Twenty One Pilots,3,3,2,25,#
2016-03-23,My House,Flo Rida,4,4,4,18,#
2016-03-23,7 Years,Lukas Graham,5,9,5,8,https://charts-static.billboard.com/img/2015/11/lukas-graham-000-7years-2js-180x180.jpg
2016-03-23,Pillowtalk,ZAYN,6,6,1,6,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-03-23,Me; Myself & I,G-Eazy x Bebe Rexha,7,7,7,19,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-03-23,Sorry,Justin Bieber,8,5,1,20,https://charts-static.billboard.com/img/2015/11/justin-bieber-dj8-sorry-mq1-180x180.jpg
2016-03-23,Cake By The Ocean,DNCE,9,10,9,21,#
2016-03-23,I Took A Pill In Ibiza,Mike Posner,10,14,10,8,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-03-30,Work,Rihanna Featuring Drake,1,1,1,8,#
2016-03-30,Love Yourself,Justin Bieber,2,2,1,18,#
2016-03-30,7 Years,Lukas Graham,3,5,3,9,#
2016-03-30,Stressed Out,Twenty One Pilots,4,3,2,26,#
2016-03-30,My House,Flo Rida,5,4,4,19,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-03-30,Pillowtalk,ZAYN,6,6,1,7,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-03-30,Me; Myself & I,G-Eazy x Bebe Rexha,7,7,7,20,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-03-30,Sorry,Justin Bieber,8,8,1,21,https://charts-static.billboard.com/img/2015/11/justin-bieber-dj8-sorry-mq1-180x180.jpg
2016-03-30,Cake By The Ocean,DNCE,9,9,9,22,#
2016-03-30,Dangerous Woman,Ariana Grande,10,10,1,-,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2016-04-06,Work,Rihanna Featuring Drake,1,1,1,9,#
2016-04-06,7 Years,Lukas Graham,2,3,2,10,#
2016-04-06,Love Yourself,Justin Bieber,3,2,1,19,#
2016-04-06,My House,Flo Rida,4,5,4,20,#
2016-04-06,Stressed Out,Twenty One Pilots,5,4,2,27,https://charts-static.billboard.com/img/2015/05/twenty-one-pilots-w3j-stressedout-2zx-180x180.jpg
2016-04-06,No,Meghan Trainor,6,12,6,3,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2016-04-06,Me; Myself & I,G-Eazy x Bebe Rexha,7,7,7,21,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-04-06,Pillowtalk,ZAYN,8,6,1,8,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-04-06,Cake By The Ocean,DNCE,9,9,9,23,#
2016-04-06,I Took A Pill In Ibiza,Mike Posner,10,11,10,10,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-04-13,Work,Rihanna Featuring Drake,1,1,1,10,#
2016-04-13,7 Years,Lukas Graham,2,2,2,11,#
2016-04-13,No,Meghan Trainor,3,6,3,4,#
2016-04-13,Pillowtalk,ZAYN,4,8,1,9,#
2016-04-13,Love Yourself,Justin Bieber,5,3,1,20,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg
2016-04-13,My House,Flo Rida,6,4,4,21,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-04-13,Stressed Out,Twenty One Pilots,7,5,2,28,https://charts-static.billboard.com/img/2015/05/twenty-one-pilots-w3j-stressedout-2zx-180x180.jpg
2016-04-13,Me; Myself & I,G-Eazy x Bebe Rexha,8,7,7,22,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-04-13,I Took A Pill In Ibiza,Mike Posner,9,10,9,11,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-04-13,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,10,12,10,5,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-04-20,Work,Rihanna Featuring Drake,1,1,1,11,#
2016-04-20,7 Years,Lukas Graham,2,2,2,12,#
2016-04-20,No,Meghan Trainor,3,3,3,5,#
2016-04-20,Pillowtalk,ZAYN,4,4,1,10,#
2016-04-20,Panda,Desiigner,5,14,5,7,#
2016-04-20,Love Yourself,Justin Bieber,6,5,1,21,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg
2016-04-20,My House,Flo Rida,7,6,4,22,https://charts-static.billboard.com/img/2015/07/flo-rida-mfl-myhouse-189-180x180.jpg
2016-04-20,I Took A Pill In Ibiza,Mike Posner,8,9,8,12,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-04-20,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,9,10,9,6,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-04-20,Me; Myself & I,G-Eazy x Bebe Rexha,10,8,7,23,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-04-27,Work,Rihanna Featuring Drake,1,1,1,12,#
2016-04-27,Panda,Desiigner,2,5,2,8,#
2016-04-27,7 Years,Lukas Graham,3,2,2,13,#
2016-04-27,No,Meghan Trainor,4,3,3,6,#
2016-04-27,Pillowtalk,ZAYN,5,4,1,11,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-04-27,I Took A Pill In Ibiza,Mike Posner,6,8,6,13,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-04-27,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,9,7,7,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-04-27,Love Yourself,Justin Bieber,8,6,1,22,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg
2016-04-27,Cake By The Ocean,DNCE,9,12,9,26,#
2016-04-27,Me; Myself & I,G-Eazy x Bebe Rexha,10,10,7,24,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-05-04,Panda,Desiigner,1,2,1,9,#
2016-05-04,7 Years,Lukas Graham,2,3,2,14,#
2016-05-04,One Dance,Drake Featuring Wizkid & Kyla,3,13,3,3,#
2016-05-04,Work,Rihanna Featuring Drake,4,1,1,13,#
2016-05-04,I Took A Pill In Ibiza,Mike Posner,5,6,5,14,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-05-04,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,6,7,6,8,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-05-04,No,Meghan Trainor,7,4,3,7,https://charts-static.billboard.com/img/2014/07/meghan-trainor-3k0-180x180.jpg
2016-05-04,Pillowtalk,ZAYN,8,5,1,12,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-05-04,Love Yourself,Justin Bieber,9,8,1,23,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg
2016-05-04,Me; Myself & I,G-Eazy x Bebe Rexha,10,10,7,25,https://charts-static.billboard.com/img/2015/11/g-eazy-v26-memyselfi-qwn-180x180.jpg
2016-05-11,Panda,Desiigner,1,1,1,10,#
2016-05-11,One Dance,Drake Featuring Wizkid & Kyla,2,3,2,4,#
2016-05-11,7 Years,Lukas Graham,3,2,2,15,#
2016-05-11,Purple Rain,Prince And The Revolution,4,17,2,18,#
2016-05-11,I Took A Pill In Ibiza,Mike Posner,5,5,5,15,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-05-11,Work,Rihanna Featuring Drake,6,4,1,14,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-05-11,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,6,6,9,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-05-11,When Doves Cry,Prince,8,20,1,23,https://charts-static.billboard.com/img/1984/06/prince-5k7-whendovescry-gx3-180x180.jpg
2016-05-11,Pillowtalk,ZAYN,9,8,1,13,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-05-11,Formation,Beyonce,10,10,1,-,https://charts-static.billboard.com/img/2002/06/beyonce-n2a-180x180.jpg
2016-05-18,One Dance,Drake Featuring Wizkid & Kyla,1,2,1,5,#
2016-05-18,Panda,Desiigner,2,1,1,11,#
2016-05-18,7 Years,Lukas Graham,3,3,2,16,#
2016-05-18,I Took A Pill In Ibiza,Mike Posner,4,5,4,16,#
2016-05-18,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,7,5,10,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-05-18,Work,Rihanna Featuring Drake,6,6,1,15,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-05-18,Don't Let Me Down,The Chainsmokers Featuring Daya,7,14,7,12,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-05-18,Pillowtalk,ZAYN,8,9,1,14,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-05-18,This Is What You Came For,Calvin Harris Featuring Rihanna,9,9,1,-,https://charts-static.billboard.com/img/2016/05/calvin-harris-hdt-thisiswhatyoucamefor-n23-180x180.jpg
2016-05-18,Love Yourself,Justin Bieber,10,15,1,25,https://charts-static.billboard.com/img/2009/07/justin-bieber-dj8-180x180.jpg
2016-05-25,Can't Stop The Feeling!,Justin Timberlake,1,1,1,-,#
2016-05-25,One Dance,Drake Featuring Wizkid & Kyla,2,1,1,6,#
2016-05-25,Panda,Desiigner,3,2,1,12,#
2016-05-25,7 Years,Lukas Graham,4,3,2,17,#
2016-05-25,I Took A Pill In Ibiza,Mike Posner,5,4,4,17,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-05-25,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,6,5,5,11,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-05-25,Don't Let Me Down,The Chainsmokers Featuring Daya,7,7,7,13,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-05-25,Work,Rihanna Featuring Drake,8,6,1,16,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-05-25,Pillowtalk,ZAYN,9,8,1,15,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-05-25,Needed Me,Rihanna,10,13,10,15,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-06-01,One Dance,Drake Featuring Wizkid & Kyla,1,2,1,7,#
2016-06-01,Panda,Desiigner,2,3,1,13,#
2016-06-01,Can't Stop The Feeling!,Justin Timberlake,3,1,1,2,#
2016-06-01,7 Years,Lukas Graham,4,4,2,18,#
2016-06-01,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,6,5,12,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-06-01,Don't Let Me Down,The Chainsmokers Featuring Daya,6,7,6,14,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-06-01,I Took A Pill In Ibiza,Mike Posner,7,5,4,18,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-06-01,Work,Rihanna Featuring Drake,8,8,1,17,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-06-01,Pillowtalk,ZAYN,9,9,1,16,https://charts-static.billboard.com/img/2015/04/zayn-eky-180x180.jpg
2016-06-01,Needed Me,Rihanna,10,10,10,16,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-06-08,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,8,#
2016-06-08,Panda,Desiigner,2,2,1,14,#
2016-06-08,Can't Stop The Feeling!,Justin Timberlake,3,3,1,3,#
2016-06-08,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,4,5,4,13,#
2016-06-08,Don't Let Me Down,The Chainsmokers Featuring Daya,5,6,5,15,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-06-08,7 Years,Lukas Graham,6,4,2,19,https://charts-static.billboard.com/img/2015/11/lukas-graham-000-7years-2js-180x180.jpg
2016-06-08,I Took A Pill In Ibiza,Mike Posner,7,7,4,19,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-06-08,Dangerous Woman,Ariana Grande,8,14,8,11,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2016-06-08,Needed Me,Rihanna,9,10,9,17,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-06-08,Work,Rihanna Featuring Drake,10,8,1,18,https://charts-static.billboard.com/img/2016/02/rihanna-87k-work-f5l-180x180.jpg
2016-06-15,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,9,#
2016-06-15,Panda,Desiigner,2,2,1,15,#
2016-06-15,Can't Stop The Feeling!,Justin Timberlake,3,3,1,4,#
2016-06-15,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,4,4,4,14,#
2016-06-15,Don't Let Me Down,The Chainsmokers Featuring Daya,5,5,5,16,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-jut-180x180.jpg
2016-06-15,7 Years,Lukas Graham,6,6,2,20,https://charts-static.billboard.com/img/2015/11/lukas-graham-000-7years-2js-180x180.jpg
2016-06-15,I Took A Pill In Ibiza,Mike Posner,7,7,4,20,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-06-15,Needed Me,Rihanna,8,9,8,18,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-06-15,This Is What You Came For,Calvin Harris Featuring Rihanna,9,11,9,5,https://charts-static.billboard.com/img/2016/05/calvin-harris-hdt-thisiswhatyoucamefor-n23-180x180.jpg
2016-06-15,Just Like Fire,P!nk,10,16,10,7,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2016-06-22,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,10,#
2016-06-22,Panda,Desiigner,2,2,1,16,#
2016-06-22,Can't Stop The Feeling!,Justin Timberlake,3,3,1,5,#
2016-06-22,Don't Let Me Down,The Chainsmokers Featuring Daya,4,5,4,17,#
2016-06-22,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,4,4,15,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-06-22,7 Years,Lukas Graham,6,6,2,21,https://charts-static.billboard.com/img/2015/11/lukas-graham-000-7years-2js-180x180.jpg
2016-06-22,This Is What You Came For,Calvin Harris Featuring Rihanna,7,9,7,6,https://charts-static.billboard.com/img/2016/05/calvin-harris-hdt-thisiswhatyoucamefor-n23-180x180.jpg
2016-06-22,I Took A Pill In Ibiza,Mike Posner,8,7,4,21,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-06-22,Needed Me,Rihanna,9,8,8,19,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-06-22,Just Like Fire,P!nk,10,10,10,8,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2016-06-29,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,11,#
2016-06-29,Can't Stop The Feeling!,Justin Timberlake,2,3,1,6,#
2016-06-29,Panda,Desiigner,3,2,1,17,#
2016-06-29,Don't Let Me Down,The Chainsmokers Featuring Daya,4,4,4,18,#
2016-06-29,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,5,4,16,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-06-29,This Is What You Came For,Calvin Harris Featuring Rihanna,6,7,6,7,https://charts-static.billboard.com/img/2016/05/calvin-harris-hdt-thisiswhatyoucamefor-n23-180x180.jpg
2016-06-29,Needed Me,Rihanna,7,9,7,20,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-06-29,Cheap Thrills,Sia Featuring Sean Paul,8,13,8,18,https://charts-static.billboard.com/img/2016/01/sia-go1-cheapthrills-70f-180x180.jpg
2016-06-29,I Took A Pill In Ibiza,Mike Posner,9,8,4,22,https://charts-static.billboard.com/img/2016/01/mike-posner-000-itookapillinibiza-qmh-180x180.jpg
2016-06-29,Don't Mind,Kent Jones,10,11,10,7,#
2016-07-06,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,12,#
2016-07-06,Can't Stop The Feeling!,Justin Timberlake,2,2,1,7,#
2016-07-06,Panda,Desiigner,3,3,1,18,#
2016-07-06,Don't Let Me Down,The Chainsmokers Featuring Daya,4,4,4,19,#
2016-07-06,This Is What You Came For,Calvin Harris Featuring Rihanna,5,6,5,8,https://charts-static.billboard.com/img/2016/05/calvin-harris-hdt-thisiswhatyoucamefor-n23-180x180.jpg
2016-07-06,Cheap Thrills,Sia Featuring Sean Paul,6,8,6,19,https://charts-static.billboard.com/img/2016/01/sia-go1-cheapthrills-70f-180x180.jpg
2016-07-06,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,5,4,17,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-07-06,Needed Me,Rihanna,8,7,7,21,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-07-06,Don't Mind,Kent Jones,9,10,9,8,#
2016-07-06,Ride,Twenty One Pilots,10,13,10,15,https://charts-static.billboard.com/img/2012/10/twenty-one-pilots-w3j-180x180.jpg
2016-07-13,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,13,#
2016-07-13,Can't Stop The Feeling!,Justin Timberlake,2,2,1,8,#
2016-07-13,Don't Let Me Down,The Chainsmokers Featuring Daya,3,4,3,20,#
2016-07-13,Panda,Desiigner,4,3,1,19,#
2016-07-13,This Is What You Came For,Calvin Harris Featuring Rihanna,5,5,5,9,https://charts-static.billboard.com/img/2016/05/calvin-harris-hdt-thisiswhatyoucamefor-n23-180x180.jpg
2016-07-13,Cheap Thrills,Sia Featuring Sean Paul,6,6,6,20,https://charts-static.billboard.com/img/2016/01/sia-go1-cheapthrills-70f-180x180.jpg
2016-07-13,Needed Me,Rihanna,7,8,7,22,https://charts-static.billboard.com/img/2016/02/rihanna-87k-neededme-qte-180x180.jpg
2016-07-13,Don't Mind,Kent Jones,8,9,8,9,#
2016-07-13,Ride,Twenty One Pilots,9,10,9,16,https://charts-static.billboard.com/img/2012/10/twenty-one-pilots-w3j-180x180.jpg
2016-07-13,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,10,7,4,18,https://charts-static.billboard.com/img/2013/09/ty-dolla-sign-c0d-180x180.jpg
2016-07-20,One Dance,Drake Featuring Wizkid & Kyla,1,1,1,14,#
2016-07-20,Can't Stop The Feeling!,Justin Timberlake,2,2,1,9,#
2016-07-20,Don't Let Me Down,The Chainsmokers Featuring Daya,3,3,3,21,#
2016-07-20,This Is What You Came For,Calvin Harris Featuring Rihanna,4,5,4,10,#
